232	15 122 5 22 1
233	305 399 200
234	372 919 257 7 1551 175 368
235	372 23 78 151 522 403 65 1
236	372
237	310 131 4 1738 896
238	310 15 123 4 437
239	290 31 5 1177 1304 38 381
240	1503 585 444 820
241	4 31 1184 18 373
242	81 46 778 108 512 93
243	81 46 1840
244	81 46 297 986 746 3 62
245	81 310 131 114
246	81 1585 186 57 7
247	340 13 168 22 150
248	340 13 44 313 1754 5
249	340 59 13 1631 117 1525
250	340 13 362 16 240 256
251	50 13 819 9 43
252	564 5 103 23 576
253	408 89 549 24
254	304 217 135 64 231 1260 53 391
255	304 8 409 1500
256	152 633 27 686 69
257	1045 6 105 58 78
258	808 1323 3 65
259	13 61 7
260	13 1635 496
261	146 97 51 144 754
262	146 606 51 135 64 37 97
263	13 2 239 71 129
264	13 325 1279
265	980 6 131 177
266	980 1108 13 424 319 414
267	709 312 64 586 358
268	37 158 99 343 210 844 1
269	37 124 1147
270	1144 268 159 121 26 32
271	666 5 184 282 38 268 335 38
272	666 46 67 859
273	666 46 1024 1250 392
274	106 9 392 140 1346 711 6 28 181
275	106 665 1
276	106 1670 19 67 104 48
277	106 474 569 60 587 1565 127
278	106 312 550 1216 312 746
279	106 954 184 153 42 1201 496
280	106 466 164 456 12 136 351 1833
281	106 43 1440 23 201 22 1
282	106 1090 837 1568 301 477
283	106 68 11 1328 79
284	106 343 197 113
285	106 23 58 57 1 123 1
286	106 591 1005 60
287	106 374 6 131 4 144 1402 491
288	106 144 810 74 922 200 374 622 1
289	728 5 274 384 194 3 938 860 1011
290	728 15 1784 1157 255 18 481
291	357 4 124 12 554 554 1092
292	293 444 56
293	132 51 1133 9 177 998
294	132 32 51 802 28 302 1 83
295	132 868
296	177 615 225 275 616
297	485 94 98 9 139 820
298	485 933 322 85
299	485 347 208 50
300	39 99 6 105
301	778 13 115 68 11
302	13 3 9 139 5
303	87 543 13 531 212 611
304	87 25
305	87 15 617 72 1316
306	87 50
307	163 673 15 47 130 96 781
308	453 2 78 31 92 348 161
309	819 51 273 22 1
310	819 51 161 579
311	1699 216 1797 807 1263 5 1308 954 303
312	1413 1774
313	416 76 45 26 20 61
314	416 48
315	1449 76 984
316	1449 53 15 327 439 57
317	16 996 15 370 158
318	1389 68 18 525 92 98 1086
319	13 18 2
320	1198 218 180
321	434 15 37 807 236
322	879 5
323	92 120 8
324	1585 467 158 240 88
325	1792 15 1201 147
326	286
327	9 57 13 566 84 1565 470 124 12 41
328	9 15 9
329	9 92 21 111
330	70 135 64 221 895 15 62 29
331	1281 108 225 297 147
332	1281 15 22 139 16
333	71 720 750 1330
334	1096 13 45 35 160
335	1096 596 265 2 64 1221
336	846 1073 44 389
337	676 266
338	1432 600 142 7
339	323 14 370 591 97
340	396 5 343 197 113
341	396 15 118 14 33 7
342	98 717
343	10 619
344	10 51 448
345	10 383 69 1444 9
346	10 383 731 52 256
347	10 116 1456 1 115 65 9 1470
348	218 6 1636
349	424 14 31 906
350	424 345 408
351	424 303 344 138 1104 444 1031
352	158 352 6 243
353	6 9 92 200
354	6 1727 31 185
355	6 108 281 1231 1586 4
356	6 34 1379 90 330 56
357	6 107 177
358	6 11 4 549 24
359	6 74 37 1207
360	6 26 78
361	6 26 977 127 594
362	6 225 26 893
363	6 583 231 77 210 1290
364	6 20 1669
365	6 686 62 92
366	220 5 20 10 683
367	220 50 268 613 1204
368	35 992 1618 426
369	23 39 205 103
370	21 415 364 52 41
371	21 57 225 26 857
372	667 594
373	959 54 99
374	858 1436 1870 8
375	858 10 294 20 209 6 1
376	858 130 96 312 308 246
377	54 131 4 578
378	54 605 290 814 153 1027
379	54 387 3 14 188 125 952 454 83
380	54 99 836 9 202
381	54 385 32 14 368 496
382	54 1287 360
383	54 17 309 57 225 1527
384	54 473 1105 6 1071
385	54 212 646 287 225 69
386	54 14 90 86
387	54 99 1436 1870 14
388	208 25
389	1451 16 13 110 306 35 240 1575
390	713 284 427 152 465 23 1
391	1264 199 1436 1870 35
392	303 320 184 361 1515
393	751 97 34
394	751 1630 283 94 5 199 370 6 547 1
395	895 358
396	895 50 264 1469 25 11
397	249 39 193 9 139
398	249 937 6 11
399	249 4 10 42 68 6 11
400	249 166 124 902 7 10 666 46
401	249 354 132
402	94 408
403	94 1249 190 814
404	94 218 757 31 98
405	94 218 1674 35
406	94 51 229
407	94 15 203 150 23 476
408	94 98 315 831 113
409	94 122 720 301 175
410	94 50 491 48 135 34
411	273 799
412	14 41 617
413	1073 170
414	1073 956
415	554 1079 1232 1313 223
416	1324 355 61 8 884 7
417	1324 69
418	1324 441 9 15 1776
419	51 295 311 33 2 393 719 33 7 1576 283 217
420	51 37 42 53 613 6 1
421	51 233 11 18
422	51 78 52 24
423	51 101 738 86
424	51 114 6 624 24
425	51 74 687
426	51 567 1667 23 209
427	51 537 1082 1352 78
428	51 1462 1023 1666 897 1419 72
429	51 212 774 16
430	51 216 888
431	51 867 518 192 1091
432	51 970 1085 176 1
433	51 173 43 1369 309
434	51 327 6 53 41
435	51 5 16 547 1
436	51 151 413 144
437	51 46 203 7
438	51 42 52 732 105 24
439	5 214
440	233 50
441	1049 56 19 787 56 38 124 1
442	770 58 16 1134
443	770 25 31 82 306 4
444	99 3 85
445	51 82 120 38
446	76 704 1649
447	33 20 215 104 48 631
448	154 51 626 297 3 30
449	154 51 215 549 587 16
450	154 25 155 4
451	154 344 551 368 712 2
452	154 76 1190
453	154 1827 579 776 763 52 78
454	154 50 511 194 108 1
455	1732 787 38 4 31 66 11 609
456	15 22 215 104 48
457	596 35
458	596 768 1267 577 533
459	244 16 542 176 6 105 1
460	244 309 278 13 139 16 203 209 7
461	244 98 133 25 30
462	244 494 4 25 30
463	1692 45 20
464	782 51 16 1134 1477
465	782 6 731 57
466	66 14 1186 49 33 7
467	66 110 62 14 160 807 1508 1735 29
468	66 11 13 542 49 262 1088 35
469	1798 43 4 102 68 51
470	101 288 50 239 40 11 1589 156 8
471	101 989 578 20 637
472	2 39 152
473	13 168 22 150
474	221 319 76 4 234
475	697 309 57 225 54 171 1506 17 32
476	1142 31 212 1783 104
477	146
478	210 776 6 53 613 18 114
479	293 39 673 97 294
480	383 24
481	562 1723 5 38
482	562 361 412
483	108 13 43 164 12 348 24
484	108 1700 105 123 1
485	108 738 14 520 1289
486	108 121 225 748 53 48 218
487	108 92 673 148
488	581 602 1093 185 394
489	124 12 252
490	124 12 4 3 41 1011 23
491	124 12 1237 74 526 1773 7
492	124 12 1291 39 658
493	124 902 422 500 20
494	574 789 3 11 78 135
495	352 39 26 737
496	573 182 444 522 496
497	573 20 724 39
498	574 1808 18 135 6 34
499	570 13 536
500	830 833 64 78 261 293 23 144 366 1192 195
501	830 3 14 335 1313 223 525 585
502	156 14 481 664
503	156 13 1319 82 296
504	156 4 438 77
505	156 14 40 11 35
506	252 5
507	44 278 13 23
508	560 51 376 564 534 779 734 633
509	560 23 103 200 23 151
510	1496 76 736 1059
511	76 77 1876 279 5 694
512	18 51 467
513	18 3 11 6 1
514	18 231 212 491 153 522 240 88
515	18 6
516	13 74 269
517	91 18
518	1067 107 127
519	641 512 879 1657 61 1242
520	2 187 982 23 476
521	2 982
522	2 330 422 112
523	1716 345 1481 539
524	200 64 12 1164
525	200 3 56 84 351 7
526	200 782 8 1000
527	200 337 27 140 40 1
528	2 530 52 82 16
529	40 404 51 385 1357 146 271
530	40 324 285
531	40 14 263 83 1122
532	40 14 454 35
533	40 445 51
534	40 76 148 84 69
535	40 199 92 120
536	40 36 146 1581 73 287
537	34 14
538	1580 73 423 32 410 26 296
539	274 384 698 220 170 6 28 4
540	13 53 278 26 1
541	25 11 18 21 367
542	445 13 574 82 11 953 175 16 559 330 168 1
543	473 291 473 474 74 916 351
544	287 364 1038
545	408 212 1327 67 16 477
546	132 151 348 476 24
547	554 135 998
548	572 53
549	11 78 135 24 6 139 29
550	789 3 14 748 1550 56
551	789 3 15
552	691 1249 954 610
553	691 50 30
554	599 940 18 15 1091 1002 104 48
555	599 1233 961 14 349 461 856
556	1013 796 1131 35
557	1161 1847 226
558	1376 1073 1718
559	1376 15 595
560	74 36 1638 1696 7
561	28 15 81 150 582
562	58 1
563	1202 534 104
564	213 582 34 550 268 1820 3 311 41
565	18 43 7
566	560 19 23 151
567	801 583
568	149 250 553 203 9 202
569	76 567 52 732 1610 471
570	76 163 626 1
571	76 429 183 235 135 64 888
572	76 271 224 1042 516 396 1419
573	383 5 23 201
574	383 21 15 447
575	383 17 169 724 1520 239 25 235
576	383 11 99 144
577	383 238 1146 148 1 1242
578	300 9 202
579	2 345 548 1220 558
580	718
581	669 11 15 21 166 597
582	52 74 231 1458 49 471
583	52 1352 4 31 107 74
584	52 82 4 430 116
585	1804 5 75
586	15 1289
587	15 174 1316 721 257
588	15 353
589	15 733 1245 23 205 1641
590	15 203 270 21 59 219 559 1
591	15
592	15 299 113 280
593	15 166 10 34 12 886
594	15 334 69
595	15 21 98 1817 163 49
596	15 907 257 748 143
597	15 722 2
598	15 325
599	15 338 3 114 6 78
600	15 270 979 31 897
601	501 13 597 10
602	501 259 4
603	43 18 110 62
604	425 5 20 587 113
605	425 13 10 5 471 592 1326 113 833 50 1169 200
606	425 43 970 12 5 176 37 7
607	845 4 225
608	14 655
609	490 9 57 29
610	4 338
611	413 4
612	92 120 14 230 530 1108
613	418 218 1026 1514 933 555 27 85 331 266 48
614	413 4 6 186 171
615	1635 4 3 56 31 52 854
616	51 980 735
617	4 34 737
618	544 76 3 58 1
619	678 96 26 672 1
620	1456 96 6 24
621	383 421 15 205
622	78 3 56
623	236 58 39 26 1
624	156 265 48
625	116 431 159 1
626	255 1768
627	356 537 7
628	1584 1413 884 61
629	96 211 26
630	1119 1179 18
631	20 39 6 124 12 176 41
632	20 299 107 162
633	20 286 160 87 657 29
634	20 23 39 84 649 90 86
635	13 715 127 1284 136 422 500 7 1827 417
636	33 39 1372 281
637	33 39 573 58 117 4
638	33 20 39 1279 5
639	55 14 795 334 426
640	55 14 977 127 1263
641	55 14 406 1051 101 61
642	55 13 207 12 207 1054 207 12
643	55 13 16 26 166 356 724 9 7
644	55 39 34 79
645	55 177 76 52 86
646	55 1254 914 2
647	55 304 337 1210 185 1286 697 12
648	55 1384 4 534 779 1060 10
649	55 228 16 225 136 573 110 7
650	55 532 25 95
651	55 54 17 72 31 290 263 108 111
652	55 51 696 547 38 584 515
653	55 76 160 410 1130 29
654	55 15 160 9 271 35
655	55 14 807 35
656	55 609 1306 1691 434
657	55 1421 49 191 964 1421
658	55 134 15 161 152 150
659	55 1853 31 303 1711 4 87 46
660	55 186 1237 74
661	55 720 597 35 24 809 159
662	55 99 17 3 152 14 202 84 1713
663	55 92 120
664	1123 97 31 240
665	360
666	1549 13 100 2 7 794
667	76 343 834
668	449 610
669	449 949 1288 136 221 509
670	449 460
671	449 1278 708
672	449 721 915
673	449 155 152 511 8
674	449 63 521 41
675	924 286 118 364 164 864 36 686 158
676	924 1586 281 39 231 1431 1160 482 516 1303 482 150
677	14 188
678	3 58 1231
679	39 65 913 1836
680	117 18 327 439 69
681	698 220 498 292 836 1 577 86 25 258 210
682	609 1281 103 43
683	3 14 1313 1072 29
684	3 14 161 157
685	3 14 1072 597 35 40 1
686	3 13 737
687	3 9 4 135 886 78
688	3 415 281 4 1332 105 24
689	3 101 49 76 160 762 808 29
690	3 34 337 14 29 374 683
691	3 157 4
692	3 20 1842
693	3 478 4 200 1448 19 539 261 195 327 45 591 323 878 27
694	3 23 801 21 348 1195
695	3 814 34 12
696	3 1678 76
697	3 896 348 75
698	563 132 31 184 47
699	1145 1173
700	1090 216 39
701	14 61
702	266 18 164 880 1067 1 1635 417 261
703	266 227 15 1146 148
704	207 4 42 207 1540 1224
705	753 237 1145
706	12 5 163 30
707	12 5 58 80
708	12 47 1328 3 1212 8 236 78
709	12 46 374 9 783 194
710	572 39 6 1136 57
711	1148 161 579 187
712	13 26 70 5
713	1554 1161
714	526 544 627
715	454 4 1714
716	1007 145 424 1426 319 414
717	1127 760 237 174 115 975 11
718	322 554 132 578 36 278 4 1738 326
719	322 919 42 3 11 79 1113 508 6 236 1
720	322 432 4 1
721	322 478 115 11 18
722	291 5 1006 46 34 39
723	189 13 216 1465
724	189 9 139 51 369 479 5 135 180 536
725	189 148 1069 4
726	189 297 11 12 15 12 3 65
727	189 908 174 4 225
728	189 4 146 49 36
729	189 249 139 5 570 79
730	32 14 410 26 1
731	1344 218 25 485 218 25 833 870 691 439 937 25 654 358 1491 4 751 849 990 739 1391 990 1370 654 77 1285 1181 1399 470
732	310 225 1045 58 144
733	98 1559 446
734	427 46 108 221 172 181 77 451 19
735	324 1025 6 41
736	134 13 208 118 744 199
737	134 2 13 120 38
738	134 229 368 1800 468
739	103 324 98 1389
740	13 717 717 1506 447
741	309 39
742	552 16 139 5 895 30 930 49
743	1329 61 881 231 61 724 6 26 1
744	11 18 464 484 6 1
745	11 15
746	11 4 307 9
747	610 132 135 837
748	153 922 18 179 1753
749	1196 406 624 86
750	1196 46 174 1 85 404
751	74 13 537 16 844 1
752	74 269 18
753	74 218 18 646 98
754	74 37 1146 6 1
755	74 37 20
756	759 93 4
757	810 1755 1566 810 186 1256
758	271 1707 107 24
759	421 31 76 964
760	945 5 177 642 99 20 131 1
761	945 5 309 1329 25 96
762	14 1038 6 1
763	117 18 192 114
764	117 18 544 470 10 34 49 60
765	935 15 884 61
766	246 542 70 5 23 576
767	1561 13 1053 307
768	1383 440 237 13 1597 36 492 5
769	358 25
770	721 405 58
771	673 1085 163 1 303
772	4 781
773	153 447 105 41
774	402 36 503 74
775	756 1507 187
776	26 85 331 4 911 166 875
777	26 360 31 114
778	26 977 23 322 986 200
779	1258 1085 713 1329 1463 470
780	287 76 1
781	45 1238 10
782	1182 3 610 922
783	347 76 228 1588
784	1109 415 369 39 17 513
785	1343 225 788 53 57
786	1343 15 717
787	756
788	121 200 1714 398
789	205 10 217 1410
790	186 171 15 537 57
791	1572 1033 282 25 221 143
792	1877
793	628 666 47 208 27 550 2 8
794	628 691 1753
795	628
796	628 1401 843 208 321 60 85 331 624 72 65
797	628 1401 668 162 27
798	628 604
799	82
800	82 306 39 31 660 1217 137 71 103 19
801	212 519 204 4
802	212 684 18
803	212 3 11 15 21 502 348 243
804	212 76 52 82
805	106 196 158 19
806	365 122 51 117
807	174 842 493 1680 992 16
808	71 720
809	1680 68
810	1630 16 4 115 205
811	252 132
812	1184 411 14 552 1055 1647
813	533 364 958 366 56
814	99 6 131 4
815	99 1586 158 95
816	99 710 39 105
817	32 774 16 972
818	32 158 15 32 39 203 209 356 20
819	299 142 20 78 39
820	299 78 24
821	299 39 678 68 69
822	299 17 225
823	299 343 39
824	216 39 413 1011 240 88
825	216 1771 1479
826	31 1218 93 4
827	345 50 832
828	98 13 154 1756 37 18 23 88
829	98 485 14 218 25
830	98 25
831	300 13 1458 1676 168 1674 1
832	239 14 472 161 514
833	158 437 105
834	158 419 1658 7
835	91 300 278
836	125 13 456 725 16
837	125 1073 455
838	125 70 494 289
839	125 212 310 14 31 21 162 294
840	125 17 1759 360 610
841	125 17 158 77 166
842	56 78 349 448 1
843	56 51 315 686 86
844	56 46 6 131 310 352 3 144
845	839 46 3 1
846	814 1714 166 57 1 539 56 477
847	1867 262 1400 744 9
848	23 187 78 269 4
849	23 155 76 193 26 1 65 83
850	1263 14 54 23 1263
851	511 152 3 414
852	1211 485 1482 1129
853	1211 54 1304
854	252
855	104 104 389 4 406 558
856	609 20 57
857	78
858	172 80 13 343 667 1258 6 1 1592
859	225
860	173 774 16 14 105 417
861	173 13 160 885 35
862	260 15 338 2 991 194
863	260 103 15 988 9
864	556 229 1475 459 135 121 25 51 301 175
865	327 10 76 410 26 1000 1
866	327 266 227 13 334 426
867	46 70 864 400 66 11
868	46 23 103 9 5
869	46 8 1350 32 29
870	46 107 396
871	46 1146 23 988 4 153 3 30
872	46 270
873	46 460 1237 162 113
874	46 177 84 368
875	46 374 892 144 68 58 1
876	46 177 571 12 167 252 1030 293
877	46 92 12 566 23
878	46 596 1753
879	15 1531 345 541 22 150
880	693 103 1099 1356 103
881	13 795 75
882	254 24 241
883	254 471 74
884	254 6 252 41 23 28 1 500
885	254 405 194
886	254 72 1731 60
887	254 22 150 579 76
888	254 375 1847 42 1030 90 644 475 90 644
889	254 52 41 1568 24
890	254 113 986 1
891	254 8 1025 212 16
892	807 244 251 35
893	37 96 948 258
894	1157 13 70 394
895	1538 1468 15 107 166
896	1538 1468 18 26 1
897	4 958 7 258
898	4 1341 574 113
899	4 105 844
900	4 1 232 6 114
901	4 464 946 1341 37 209
902	4 54 249 574 21 146 97
903	4 968 3 56 75 854 114
904	4 1118 692 284 1033
905	456 1009 1238
906	1171 56 43 31 87 51
907	1171 982 27 614 523 116 35
908	1171 578 4 20
909	1799 200
910	364 1734 6 235
911	109 1324 127 69
912	109 25 242 38
913	1323 215 104 24
914	996 47 8
915	50 900 251
916	50
917	50 2 152 129
918	50 7 145 2
919	50 336 44
920	231 268 9 289 68 3 79
921	748 15 336 1838 127
922	1554 15 445 636
923	939 488 736 290 1378
924	1017 551 1298 1104 1320
925	646 343 37
926	512 5 49 4
927	163 26 32
928	163 1222 1472 10
929	163 62 141 131 1
930	583 950 123 4 146
931	1186 408 1721 216
932	988 1098 294 1195
933	5 578 131 4
934	106 8 3 601 310
935	13 43 351 1433 539
936	5 1058 310 6 131 4
937	106 8 3 601 310
938	860 163 56
939	166 15 1445 1188
940	557 15 969
941	494 292 33 7
942	13 354 806 58 11 79
943	3 34 851 878 24
944	955 68 721 564 13 300 721 257
945	503 74 26 24
946	168 187 4
947	1114 15 7 90 893
948	1292 4 6 105 24
949	904 379 1248
950	705 163 25 79
951	265 184 1127 18
952	433 13 1007 1183 19
953	433 13 841 512 128 1649 1301 142 58 1
954	433 13 293 93 141 176 25 10 820
955	433 13 1158 639 806 147
956	433 711 14 897 765 1418 1662 515 19
957	433 1073 1328 297 19
958	433 55 13 1080 61 31 83
959	433 1797 139 5 570 79
960	433 300 376 734 633
961	502 51 983 792 29
962	1797 1263 1191
963	578 96 91 28 28 967 230 898 301 175
964	46 269 424 307 130 346
965	1654 47 852 6 131 4
966	130 66 14 277
967	130 284
968	130 46 315 375 1847
969	921 103 698 115 41
970	692 284 478 200 303
971	692 284 207
972	537 351 196 7
973	1006 393 33 20 243
974	608 34 3 872 2 15
975	608 39 26 146 1145 399
976	399 1006 4
977	93 542 1
978	1273 34 18 21 281 171
979	1273 123 4 437
980	299 592 1326 776 107
981	127 1669 1323 136 196 10 34 536
982	127 4 1093 10 383
983	13 689 53 48 77 126
984	126 78 142 85 331
985	126 18 982 397 96 126 79 126 11
986	126 11 4 549 75
987	179 15 115 1
988	179 163 84 140 486
989	190 80 699 133 25 11
990	5
991	1837 41 31 18
992	179 259 4
993	910 1257 1393 14 2 311 420
994	422 500 281 131 4
995	852 6 58 4
996	896 39 42 105
997	1322 6 4 252 107
998	122
999	46 608
1000	1839 122 180 929 427 175
1001	269 242 1327
1002	474 171 225 36 565 213 587 1446
1003	937 193 22 801
1004	971 858 1193 95 342 188 135
1005	121 1143 486
1006	119 13 579
1007	1156 836 2
1008	941 344 551 265 32
1009	58 844
1010	1564 66 11
1011	142 331 4
1012	15 1149
1013	4 67 125 1261
1014	4 958
1015	525 1816 14 1867 493 170
1016	525 14 41 1816 279 8
1017	525 223 596 459
1018	47 604 9 1597 36 492
1019	14 2 40 19 53 504
1020	551 228 766 169 784
1021	419 74 84 9
1022	254 281 1 277
1023	310 187
1024	320 11
1025	320 52 88
1026	320
1027	1139 320
1028	81 937 548 51
1029	81 295 1110 432 639
1030	81 289 9 1864 1843
1031	81 406 1738 15
1032	81 1611 6 287 317
1033	81 46 21 376 7 495 214 148
1034	81 46 522 1 10
1035	81 46 3 11
1036	81 46 970 7 36 1215
1037	81 46 928 161 932 1490 2 161 1564 932
1038	81 46 340 1778
1039	340 59 4 763 743
1040	580 50
1041	764 110 500 20 537 745 176 166
1042	4 1147 211
1043	646 78 766 6 484 113
1044	408 1094 172 271 52 146 79
1045	408 1104 1531 516 19
1046	408 99 91 1740
1047	74 1260 91 28 4
1048	159 437
1049	304 1276 1219 43 626 201
1050	304 189 17 1613 1
1051	304 569 95 242 669 535 29 87 49 24
1052	304 1090 251 430 17 1785 148
1053	152 480 768 29 280 42 99 3 23 1
1054	152 1621
1055	152 491 194 31 280 22 302
1056	199 35
1057	272 14 3 140 711 3 103
1058	272 14 634 192 86
1059	97 14 439 72 359
1060	453 348 179 64
1061	328 8 376 7
1062	328 29 1386 729 459 184
1063	328 246 140 223
1064	364 911 917 180 72 9 37
1065	1185 1303 14 1536 633 35
1066	1185 13 770 59
1067	750 1064 1517 286
1068	1073 1
1069	37 606 51 433 428 1579 5
1070	1144 1276 1219 121 115 30
1071	666 5 317 1861 571 214 261 690 1113 85 39
1072	666 47 60 3 4 12
1073	666 47 1757 1767 9
1074	666 12 47 1287 746
1075	666 46 208 118 161 932
1076	666 885 5 340 59 2 1
1077	191 1295 6 91 28
1078	106 31 3 511 14
1079	106 107 250 614
1080	106 836 1 674
1081	106 8 223 1115
1082	106 614 67 18 409 1522 104
1083	106 465 42 1688
1084	106 514 439 341 61 35
1085	106 519 204 890 264 55 1058
1086	106 60 1781 161
1087	106 1705 1829 66 11
1088	106 424 501 247 2
1089	106 21 571 1593 180 191 1659 571 1741 261 690 1113 85 39
1090	106 21 679 1520 214
1091	106 448 19 1407 161 152
1092	106 101 110 62 27
1093	106 927 499 3 11
1094	106 658 1103 1041
1095	106 504 343 197 113
1096	106 84 649 669 535 35 909
1097	106 445 559 3 207 294
1098	106 598 71 185 204 695 220
1099	106 55 8 1035 169 35
1100	106 242 11 614 949 1057 35 55 220 170 13
1101	106 979 169 60 1274
1102	106 17 439 272
1103	106 703 27 441 523 2
1104	106 762 75 19
1105	106 365 2 1
